text,reasoning_label
"О дружбе немало бывает споров . Одни полагают е е каким — то сходством и похожих людей — друзьями, и отсюда пого ворки: «Рыбак рыбака…» и: «Ворон к ворону…» и тому подобные. Друг ие утверждают противоположное: «Все гончары» — соперники друг другу. Для этого же самого подыскивают объяснения более высокого поря дка и более естественнонаучные, так, Еврипид говорит: «Земля ис сохшая вожделеет к дождю, и величественное небо, полное дождя, вожделе ет пасть на землю», и Гераклит: «Супротивное сходится», иИз различий прекраснейшая гармония», иВс е рождается от раздора»; этому мнению среди прочих противостоит и Эмпедоклово, а именно: «Подобное стр емится к подобному». Итак, мы оставим в стороне те затруднительные вопро сы, которые относятся к природоведению это ведь не подходит для настоящего исследования, а все точто касается человека и затрагивает нравы и страсти, это мы внимательно исследуем, например: У всех ли бывает дружба, или испорченным невозможно быть друзьями, а также один ли существует вид дружбы или больше. Те, кто думают, ч то один, потой причине, что дружба допускает большую и меньшую сте пень, уверились в этом без достаточного основания, ибо большую и мень шую степень имеет и различное по виду. Об этом и прежде было сказано. Когда мы будем знать, что вызывает дружескую приязн ь , вероятно, прояснятся и эти вопросы. Ведь считаетс ячто не все вызывает дружбу , но только е е собственный предмет , а это благо, или точто доставляет удовольствие , или полезное . Правда, может показаться, что полезно то, благодаря чему возникает известное благо или удовол ьствие, так что предметами дружеской приязни окажутся лишь благо вообще и удовольствие — в качестве целей. А в таком случае, к чему питают дружбу : К благу вообще или к благу для самих себя ? Ведь иногда эти вещи не согласуются. Соответстве нно и с удовольствием. Принято считать, что всякий питает д ружбу к благу для самого себя, ихотя благо есть предмет дружеской п риязни в безотносительном смысле, для каждого благом являет ся благо для него, а дружбу каждый питает нек сущему для него благом, нок кажущемуся. Разницы тут никакой нет: Предметом дружеской приязн и будет точто кажется приятным. Есть три основания, по которым питают дружескую п риязнь, ноо дружеском чувстве к неодушевл енным предметам не говорят как о «дружбе», потому что здесь невозможно ни отве тное дружеское чувство, ни желание блага для другого наверное, смешно желать блага вину, ноесли и говорить о таком пожелании, тоэт о желание быть ему в сохранности, чтобы иметь его самому, между тем гов орят: Другу надо желать благ вообще ради него самого. Желающих вообще благ именно таким образом называют расположенными , если тоже самое желание не возникает и у другой стороны, потому что при взаимном расположении возникает дружба. Может быть, уточнить: «При не тайном расположении»? Многие ведь бывают располож ены к тем, кого не видели, полагая, что те добрые люди или полезные для других, и тоже самое может испытать один из таких людей к данно му человеку. Тогда эти люди кажутся расположенными друг к другу, нока к назвать их друзьями, если для них тайна, как к ним самим относ ятся? Следовательно, чтобы быть друзьями, нужно иметь р асположение друг к другу и желать друг другу благ вообще, причем так, чтобы это не оставалось в тайне, и по какому — то одному из назв анных выше оснований.",1
"Что от богов, полно промысла, что от случая — тоже не против природы или увязано и сплетено с тем, чем управляет промысел. Все течет — оттуда; и тут же неизбежность и польза того мирового целого, которого ты часть. А всякой части природы хорошо точто приносит природа целого и что ее сохраняет. Сохраняют жемир превращения, будь то первостихий или жеих соединений. Прими это за основоположения, и довольно с тебя. А жажду книжную брось и умри не ропща, а кротко, подлинно и сердечно благодарный богам.",1
"Сфера — самоточнейший образ души, когда она не тянется ник чему и не съеживается внутрь, не рвется сеять и не садится, а светится светом, в котором зрит истину всего и тучто в ней.",1
"Для моей воли воля ближнего столь же безразлична, как тело его и дыханье. Ибо хотя мы явились на свет прежде всего друг ради друга, однако ведущее каждого само засебя в ответе. Иначе порок ближнего был бы злом для меня, а не угодно было богу, чтобы я мог быть несчастлив от кого-либо, кроме себя самого.",1
"Вверх, вниз, по кругу несутся первостихии, ноне в этом движение добродетели; оно — нечто более божественное и блаженно шествует своим непостижным путем.",1
"Тщеславный признает собственным благом чужую деятельность, сластолюбец — свое переживание, разумный — собственное деяние.",1
"Но дабы тебя не отпугнул мой замысел, давай продвигаться вперед постепенно, и тогда ты поймешь, что, как я и говорил, ты преуспел в этом более, чем предполагал раньше. Давай повторим наше рассуждение: ты существуешь и знаешь, что существуешь, знаешь жеты это потому, что ты уверен в своем сомнении; но кто жеты сам - тыво всем сомневающийся, но неспособный усомниться в самом себе?",1
"Радость человеку — делать то что человеку свойственно. А свойственна человеку благожелательность к соплеменникам, небрежение к чувственным движениям, суждение об убедительности представлений, созерцание всеобщей природы и того, что происходит в согласии с ней",1
"Помни: приводящее в движение — это то, спрятанное внутри; это там убедительное слово, там жизнь, там, скажем прямо, человек. Никогда не мысли заодно с ним облегающий его сосуд и эти прилепленные к нему орудия — они вполне похожи на тесала; тои отличие, что приросли. Потому что вне причины, управляющей их движением или покоем, эти доли много ли ценнее, чем игла ткачихи, тростинка писца или кнут возницы?",1
"Сперва вывели трагедию в напоминание о том, что случается, и что по природе это случается, и что, если в театре увлекаетесь этим, так не тяготитесь этим же самым в просторнейшем театре. Вы же видите тут, что так и надо этому свершаться, и что сносят это и те, кто вопит «О-о, Киферон». К тому ж некоторые вещи у сочинителей этих выражены дельно — вот, скажем, такое: «Пренебрегли детьми и мною боги — так есть и в этом смысл...», или опять жеНа ход вещей нам гневаться неслед», или еще: «Сжинает жизнь, как будто зрелый злак», и сколько еще такого. После трагедии вывели древнюю комедию, полную воспитующей смелости и прямотой слова дельно напоминающую о том, что никому не пристало ослепление. Вот зачем Диоген это перенял. После была некая средняя комедия, и наконец новая — перенята лиона вообще зачемнибудь или поскользнулась на усердии к подражанию — поди узнай. Ведь известно, что и эти кое-что дельно говорят, но общая-то задача таких произведений и драматического искусства — какую цель перед собой имела?",1
"Для нашего рассуждения не важно, что невоздержну ю жизнь ведут вопреки истинному мнению, а не вопреки знанию , ведь некоторые изтех, у кого есть мнения, не сомневаются, а, напр отив, думают, что их знания точны. Поэтому, если скажут, что те, кто и меют лишь мнения, из — за слабой уверенности скорее, нежели теу ког о твердые знания, поступают вопреки своим представлениям о должном, то окажется, что никакой разницы между знанием и мнением нет. В само м деле, иные ничуть не менее уверены в том, о ч ем имеют мнение, нежели и том, о чем имеют знание. Гераклит ясно это показывает. Но по скольку мы говорим: «Знать» в двух смыслах: «Знает» говорят и о том, кто, обладая знанием, не применяет его, и о том, кто применяет , — различие окажется между поступками вопреки должному у обладателя знания, который его не применяет, и обладателя знан ия, который его применяет , именно это последнее нелепо, а не точто так поступают без применения знания. Далее, коль скоро посылки бывают двух видов, ничто не мешает, имея обе, поступать вопреки знанию, а именно примен ять знание общей посылки, а частной нет, между тем поступки — это ча стные случаи. Более того, может быть различие и внутри знания общего, ибо оно может относиться к самому действующему лицу, а может к предмету, например, знание, что «всякому человеку полезно с ухое», предполагает и знание, что сам я — человек, или что такое — то качество — сухость. Однако, имеет ли данная вещь данное качество, челов еклибо не знает, либо не употребляет сво е знание в дело. При том и другом способе знать разница будет стол ь громадной, что не покажется странным, если человек ошибается , обладая знанием только в одном из смыслов; удивительно, если онэт о делает, обладая им иначе. Кроме того, людям дано также обладать знанием способом иным по сравнению с только что названным. Действительно, в обладании знанием без применения мы видим уже совсем друг ое обладание , так что в каком — то смысле человек знанием обла дает, а в каком — тоне обладает, как, скажем, спящий, одержимый и пьяный. Однако именно таково состояние людей, охваченных страстями. Ведь порывы ярости, любовные влечения и некоторые другие из таких страстей весьма заметно влияют на тело, а у некоторых вызывают даже помешательство. Ясно поэтому, что нео бходимо сказать: Невоздержные имеют склад , сходный с состоянием этих людей. Если высказывают суждение, исходящее из знания, это отнюдь не значит, что им обладают, ведь и охваченные страстями провод ят доказательства и произносят стихи Эмпедокла, начинающие ученики даже строят рассуждения без запинки, ноещ е и без всякого знания, ибо со знаниями нужно срастись, а это требует времени. Так что выск азывания людей, ведущих невоздержную жизнь, нужно представлять себе подобными речам лицедеев. И, наконец, на причину невоздержности можно посмотр еть еще и с точки зрения естествознания. Одно мнение, то есть посылка, касается общего, другое — частного, где, как известно, решае т чувство. Когда жеиз этих двух посылок сложилось одно мнение, топри теоретической посылке необходимо, чтобы душа высказала заключени е, а при посылках, связанных с действием , чтобы тут же осуществила его в поступке. Например, если «надо отведывать все сладкое», а вот это — как один какой — тоиз частных случаев — сладко ето, имея возможность и неимея препятствий, необходимо тотча с осуществлять соответствующий поступок. Итак, когда в нас присутс твует общая посылка, запрещающая отведывать сладкое, и общая посылка, что все сладкое доставляет удовольствие», и если перед нами нечто сладкое а это последнее и оказывается действенным, то, окажи сьу нас влечение к удовольствиям, тогда одно говорит, что этого надо избегать, но влечение вед етза собою, ибо каждая из частей души способна прив ести нас в движение. Таким образом, выходит, что невоздержную жизнь ведут, в каком — то смысле рассуждая и имея мнение, которое само посебе не противоречит разве только по случайности верному суждению, ибо противоречит ему влечение, а не мнение. Так что и п о этой причине тоже звери не невоздержны, так как не имеют общих предст авлений, но только образы и память об отдельных предметах. Как устраняется неведение и к невоздержному возвращ ается его знание, объясняет тоже самое учение, которое исто лковывает состояние опьян енного и спящего, и для состояния невоздержности оно не является особенным; слушать это учение надо у природоведов . Поскольку же конечная посылка умозаключения — это и мнение о воспринимаемом чувствами, и сила, в чьей власти н аходятся поступки, а одержимый страстью либо не знает этой посылки, либо знает, нотак, что это знание, как было сказано, означает не знание, а только повторение слов, так жекак пьяный бормочет стихи Эмпедокла, поскольку далее последний член силлогизма не имеет обобщающего смыс лаи, по — видимому, не является в отличие от обобщения, тое сть обобщающего члена, научным , то, похоже, получается как раз точто хотел доказать Сократ. Дело в том, что страсть нев озникает в присутствии знания, которое считается научным в соб ственном смысле слова , и это знание не увлекается силою страсти; страст ь возникает, когда в нас присутствует только чувств енное знание. Итак, пусть достаточно сказано о том, сознательно и ли несознательно, и в каком смысле сознательно можно в ести невоздержную жизнь.",1
"Что все — признание. Верно, конечно, отвечали наэто кинику Мониму, но верно и точто пригодно это изречение, если принять его меткость в пределах истины.",1
"Философия, в моём понимании это определённый способ изложения своей мысли и чувств. Это определённый поток информации в голове, который присущий нам, ноне каждому открывает свои глубины эмоций, впечатлений и мысли. А некоторые просто не стараются в себе это открыть или имне интересно. Ежели есть желание «окунуться» в него всем телом, то ничего не теряешь, а наоборот, продолжаешь «плыть» этим потоком наслаждаясь и восхищаясь его грандиозностью открывая в себе то, о чём даже не догадывался. Обычная серость повседневия по своему влияет на восприятия окружающего мира человеком. Но благодаря не планируемому тренингу философской мыслью самого себя поблекшее чёрно-белое полотно предметов, людей и всего что видишь постепенно начинает насыщаться красками которые «лучи реальности» выжгли много лет назад. Моё мнение, что термин ""ФИЛОСОФИЯ""форма общественного сознания, направленная на постановку, анализ и решение коренных мировоззренческих вопросов, связанных с выработкой целостного взгляда на мир и место в нём человека, уяснение различных форм отношения человека к миру познавательное, ценностное, практическое и др.. Философия это теоретически сформулированное мировоззрение, система взглядов "", — как он описан интернетом, всё-же немного не настолько точно и метко подобран к объяснению тех мыслей, которые встречаю на сайтах писателей и в их работах. Даже анализируя свои мысли немогу навсе сто процентов согласиться с таким токованием. Хотя и понимаю, что термин говорит об общем понятии.",1
"Те, кто становятся тебе поперек, когда ты идешь вперед сообразно прямому разуму, от здравого деяния тебя не отвратят и твоей к ним благожелательности пусть не лишатся. Равно остерегайся двоякого: не того только, чтобы суждения и деяния твои были устойчивы, но также и того, чтобы оставаться мягким в отношении тех, кто собирался тебе помешать или как-нибудь еще досадить. Потому что бессильно и это, наних досадовать, точно так жекак отступиться от своего дела или поддаться смятению. Ведь оставляют боевой строй оба — и тот, кто затрепетал, и тот, кто отчуждается от своего единоплеменника и друга по природе.",1
"Постоянно помышлять, сколько уж умерло врачей, тои дело хмуривших брови над немощными; сколько звездочетов, с важным видом предрекавших другим смерть; сколько философов, бившихся без конца над смертью и бессмертием; сколько героев, которые умертвили многих; сколько тиранов, властно, словно они боги, распоряжавшихся чужой судьбой. Да сколько и городов, так сказать, умерло: Гелика, Помпеи, Геркуланум и другие без счета. Переходи к своим знакомым, одному за другим: этот хоронил того, а потом протянул ноги и сам, а этот другого, и все это в скорости. И вообще: увидеть в человеческом однодневное, убогое; вчера ты слизь, а завтра мумия или зола. Так вот — пройти в согласии с природой эту малость времени и расстаться кротко, как будто бы упала зрелая уже оливка, благословляя выносившую ее и чувствуя благодарность к породившему ее древу.",1
"Философия, в моём понимании это определённый способ изложения своей мысли и чувств. Это определённый поток информации в голове, который присущий нам, ноне каждому открывает свои глубины эмоций, впечатлений и мысли. А некоторые просто не стараются в себе это открыть или имне интересно. Ежели есть желание «окунуться» в него всем телом, то ничего не теряешь, а наоборот, продолжаешь «плыть» этим потоком наслаждаясь и восхищаясь его грандиозностью открывая в себе то, о чём даже не догадывался. Обычная серость повседневия по своему влияет на восприятия окружающего мира человеком. Ноб Нет, наверное, человека, которого ни разу в жизни не исцелила бы любимая песня или любимая книга. Как и философский текст, иное произведение искусства заставит задаться всеми этими вечными вопросами, а подчас просто перевернет все прежнее представление о мире. В конце концов, как и философия, искусство стремится рассмотреть мир в целом и рассмотреть мир субъективно, с точки зрения конкретного, отдельно взятого человека. Да, наверное, каждый человек имеет какое-либо отношение к философии, но каждого ли можно назвать философом? Можно снова провести аналогии с искусством, в котором одни люди, условно скажем, производят, другие потребляют, но тем не менее, все в какой-то мере с прекрасным соприкасаются. Так и в философии - ученые мужи пишут свои труды, а тот, кто чувствует необходимость, потом их читает, получая искомую пищу для ума. Однако, философом в принципе можно назвать любого, кто преумножает мудрость. А чтобы преумножить мудрость, не обязательно писать трактатов, и это очевидно. Можно быть мудрым пусть в менее глобальных, в более житейских вещах, но тем не менее мудрым. А потом, кто знает, может и удастся перейти от земных категорий к божественным. Но почему желюди обращаются к философии, существует ли вообще необходимость в факте философствования? Если понимать под необходимостью ""полезность""для чего-то другого, то философия не является необходимой, по крайней мере на первый взгляд. Однако Аристотель говорил: ""Все другие науки более необходимы, нежели философия, но лучше нет ни одной ""Ведь полезность - понятие относительное, она присутствует только по отношению к цели. А первоочередная цель для каждого - существа быть самим собой. А человек, когда он является самим собой, имеет свободный чистый разум, обладающий потребностью мыслить. Рано или поздно практически каждый человек обращается к философии, чтобы найти ответы насвои вопросы или отыскать начало пути, по которому идти, чтобы попытаться ответить самостоятельно. Как писал Канке, «На наш взгляд, во всех случаях, когда человеку приходится принимать ответственные решения, он вынужден становиться философом».",1
"В отдельности любая деятельность, если она часом прекращена, ничуть не страдает постольку, поскольку она прекратилась. И тот, кто сделал это деяние, никак не пострадал постольку, поскольку оно прекратилось. Точно так жеи совокупность всех деяний, каковой является наша жизнь, если прекратится в свой час, то никак не страдает постольку, поскольку она прекратилась. И тот, кто прекратил в свой час эту цепочку, не получил зла в своем укладе. А час и предел дает природа, иногда собственная, если в старости, и уж всегда — общая, части которой превращаются, а мир в целом пребывает юным и цветущим. А всегда прекрасно и своевременно все, что полезно целому. Так вот прекращение жизни никому незло, потому что оно не постыдно, раз не по нашему выбору, и необщественного не содержит. А благо оно потому, что своевременно и приносит пользу целому, а целое его приносит. Так и богоносец тот, кто несет себя путями бога и уносится собственным умом на эти пути.",1
"Как представлять себе насчет подливы или другой пищи такого рода, что это рыбий труп, а то — труп птицы или свиньи; а что Фалернское, опять же, виноградная жижа, а тога с пурпурной каймой — овечьи волосья, вымазанные в крови ракушки; при совокуплении — трение внутренностей и выделение слизи с каким-то содроганием; так вот каковы представления, когда они метят прямо в вещи и проходят их насквозь, так что усматривается, что они такое, — так надо делать и в отношении жизни в целом, и там, где вещи представляются такими уж преубедительными, обнажать и разглядывать их невзрачность и устранять предания, в которые они рядятся. Ибо страшно это нелепое ослепление, и как раз когда кажется тебе, что ты чем-то особенно важным занят, туттои оказываешься под величайшим его обаянием. Вот и смотри, что сказал Кратет о самом Ксенократе.",1
"Презирают друг друга, угождают друг другу, и желая превосходить друг друга, покорствуют друг другу.",1
"Коль скоро дружба поделена на эти виды, дурные люди будут друзьями из соображений удовольствия или пользы, ибо в отношении к этим вещам они похожи, а добродетельные будут друзь ями один ради другого, ибо они дружат как добродетельные сами посебе. Следовательно, они «друзья» в безотносительном смыс ле, а те другие в силу второстепенных обстоятельств и по сходству с п ервыми. Так жекак в случае с добродетелями одни определяют сякак добродетельные по складу, а другие — по деятельным проявлениям, так и в случае с дружбой. Действительно, одни друзья, ж ивя сообща, наслаждаются друг другом и приносят друг другу собс твенно блага, другие, когда спят или отделены пространством, хотя и не проявляют дружбы в действии , но по своему складу и состоянию таковы, что способны проявлять себя дружески , ибо расстояния расторгают не вообще дружбу, а е е деятельное проявление. Однако если отсутствие друга продолжительно, оно, к ажется, заставляет забыть даже дружбу; потому и говорится: «Многие дру жбы расторгла нехватка беседы». По — видимому, ни старики, ни скучные люди не годят сядля дружбы, ибо с ними возможны лишь скудные удовольств ия, а ведь никто не способен проводить дни с тем, кто не доставляет удовольствия; действительно, природа, очевидно, прежде всего избе гает того, что доставляет страдание, стремится жек тому, что дост авляет удовольствие. Те, кто признают друг друга, ноне живут сообща, скорее, походят на расположенных, чем на друзей. В самом деле, ничт о так не свойственно друзьям, как проводить жизнь сообща к поддержке — то стремятся и нуждающиеся, однако даже блаженные стре мятся проводить свои дни вместе с кем — то, ибо они менее всего д олжны быть одинокими. Но проводить время друг с другом невозм ожно, если не доставлять друг другу удовольствия и не получать на слаждение от одинаковых вещей; именно эти условия и присутству юткак кажется, в товарищеской дружбе.",1
"Помысли себе, скажем, времена Веспасиана; все это увидишь: женятся, растят детей, болеют, умирают, воюют, празднуют, занимаются торговлей и земледелием, подлещиваются, высокомерничают, подозревают, злоумышляют, мечтают о чьей-нибудь смерти, ворчат на настоящее, влюбляются, накапливают, жаждут консульства, верховной власти. И вот нигде уже нет этой жизни. Тогда переходи ко временам Траяна — снова все тоже, и снова мертва и эта жизнь. Точно так же взгляни на другой какой-нибудь отрезок времен в жизни целых народов и посмотри, сколько тех, кто напрягался, а там упал и распался на первостихии. Особенно стоит возвращаться к тем, о ком знал тычто они дергаются попусту, пренебрегая собственным же устроением вместо того, чтобы в него вцепиться и довольствоваться имА столь необходимо это припоминание оттого, что озабоченность тем или иным делом имеет свою цену и меру. Вот тогда не опустишь рук, когда не примешься за малое с большей, чем надобно, силой.",1
"О рассудительности мы тогда составим понятие, когда уразумеем, кого мы называем рассудительными. Рассудительным кажется тот, кто способен принимать верные решения в связи с благом и пользой для него самого, однако нев частностях — н апример, что полезно для здоровья, для крепости тела, — нов ц елом: Какие вещи являются благами для хорошей жизни. Подтверждается это тем, что мы говорим о рассудительных в каком — то отношении, когда люди сумели хорошо рассчитать, что нужно для достижения известн ой добропорядочной цели, для достижения которой нес уществует искусства. Следовательно, кто способен принимать р азумные решения, тот и рассудителен в общем смысле слова. Между тем никто не принимает решений нио том, что он может быть иным, нио том, что ему невозможно осуществить. Следовательно, коль скоро наука связана с доказател ьством, а для того, чьи принципы могут быть и такими и инакими, д оказательство невозможно ибо все может быть и иначе и, наконец, невозможно принимать решения о существующем с необходимостью, то рассудительность не будет ни наукой, ни искусством: Наукой не будет, потому что поступать можно и так и иначе, а искусст вом не будет, потому что поступок и творчество различаются породу. А значит, ейоста ется быть истинным причастным суждению складом души, п редполагающим поступки, касающиеся блага и для человека. Цель тво рчества отлична отнего самого, а цель поступка, видимо, нет, ибо здесь целью является само благо — получение в поступке. Оттого мыи счит аем рассудительным Перикла и ему подобных, что они способны разуметь, в ч емих собственное благо и в ч ем благо человека; такие качества мы приписываем тем, что управляет хозяйством или госуд арством. Вот оттого мызов еми благоразумие его именем, что полагаем его блюстител ем рассудительности, а блюд ет оно такое представление о собственном и человеческом благе. Ведь не всякое п редставление уничтожается или извращается удовольствием и страданием скажем, представление о том, что сумма углов тре угольника равна или не равна сумме двух прямых углов; это происходит только с представлениями, которые связаны с поступками. Дел о в том, что принципы поступков — это то, ради чего они совершаю тся, нодля того, кто из — за удовольствия или страдания развращ ен , принцип немедленно теряет очевидность, как и точт о всякий выбор и поступок надо делать ради этого принципа и из — занего. Действительно, порочность уничтожает именно принцип. Итак, рассудительностью необходимо является душевн ый склад, причастный суждению, истинный и предполагающий пост упки, касающиеся человеческих благ. Но, однако, если для искусства существует добродете ль, тодля рассудительности нет. К тому жев искусстве предпоч тение отда ется тому, кто ошибается по своей воле, нов том, что касается рассудительности, такой человек хуже ошибающегося непроизвольно, точно так жекак в случае с добродетелями. Ясно поэтому, что рассудит ельность сама есть некая добродетель и неесть искусство, или искусно сть. Поскольку существуют две части души, обладающие суждением, ра ссудительность, видимо, будет добродетелью одной изних, а именно т ойчто производит мнения, ибо и мнение, и рассудительность имеют дело с тем, что может быть и так и иначе. Но рассудительность — это тем н е менее не только душевный склад, причастный суждению, а подтвержде ние этому в том, что такой склад души — навык — можно забыть, а р ассудительность нет.",1
